State,Year,Quarter,District,Registered_users,Latitude,Longitude,Region
Jammu And Kashmir,2019,1,Udhampur,25515,,,
Jammu And Kashmir,2019,1,Pulwama,23230,,,
Jammu And Kashmir,2019,1,Samba,21495,,,
Jammu And Kashmir,2019,2,Jammu,160241,,,
Jammu And Kashmir,2019,2,Srinagar,62190,,,
Jammu And Kashmir,2019,2,Baramulla,53196,,,
Jammu And Kashmir,2019,2,Budgam,39965,,,
Jammu And Kashmir,2019,2,Anantnag,35488,,,
Jammu And Kashmir,2019,2,Kupwara,30791,,,
Jammu And Kashmir,2019,2,Kathua,30602,,,
Jammu And Kashmir,2019,2,Udhampur,29856,,,
Jammu And Kashmir,2019,2,Pulwama,27167,,,
Jammu And Kashmir,2019,2,Samba,25990,,,
Jammu And Kashmir,2019,3,Jammu,169849,,,
Jammu And Kashmir,2019,3,Srinagar,64758,,,
Jammu And Kashmir,2019,3,Baramulla,54404,,,
Jammu And Kashmir,2019,3,Budgam,41004,,,
Jammu And Kashmir,2019,3,Anantnag,36371,,,
Jammu And Kashmir,2019,3,Kupwara,32431,,,
Jammu And Kashmir,2019,3,Kathua,32213,,,
Jammu And Kashmir,2019,3,Udhampur,31297,,,
Jammu And Kashmir,2019,3,Pulwama,27963,,,
Jammu And Kashmir,2019,3,Samba,27579,,,
Jammu And Kashmir,2019,4,Jammu,174858,,,
Jammu And Kashmir,2019,4,Srinagar,65611,,,
Jammu And Kashmir,2019,4,Baramulla,55042,,,
Jammu And Kashmir,2019,4,Budgam,41377,,,
Jammu And Kashmir,2019,4,Anantnag,36725,,,
Jammu And Kashmir,2019,4,Kathua,33481,,,
Jammu And Kashmir,2019,4,Kupwara,33279,,,
Jammu And Kashmir,2019,4,Udhampur,32252,,,
Jammu And Kashmir,2019,4,Pulwama,28336,,,
Jammu And Kashmir,2019,4,Samba,28333,,,
Jammu And Kashmir,2020,1,Jammu,191031,,,
Jammu And Kashmir,2020,1,Srinagar,70755,,,
Jammu And Kashmir,2020,1,Baramulla,59123,,,
Jammu And Kashmir,2020,1,Budgam,44636,,,
Jammu And Kashmir,2020,1,Anantnag,39513,,,
Jammu And Kashmir,2020,1,Kathua,37300,,,
Jammu And Kashmir,2020,1,Kupwara,36690,,,
Jammu And Kashmir,2020,1,Udhampur,35408,,,
Jammu And Kashmir,2020,1,Samba,31570,,,
Jammu And Kashmir,2020,1,Pulwama,30796,,,
Jammu And Kashmir,2020,2,Jammu,220805,,,
Jammu And Kashmir,2020,2,Srinagar,78458,,,
Jammu And Kashmir,2020,2,Baramulla,66095,,,
Jammu And Kashmir,2020,2,Budgam,49962,,,
Jammu And Kashmir,2020,2,Kathua,44719,,,
Jammu And Kashmir,2020,2,Anantnag,44423,,,
Jammu And Kashmir,2020,2,Kupwara,41855,,,
Jammu And Kashmir,2020,2,Udhampur,41813,,,
Jammu And Kashmir,2020,2,Samba,37600,,,
Jammu And Kashmir,2020,2,Pulwama,34565,,,
Jammu And Kashmir,2020,3,Jammu,248814,,,
Jammu And Kashmir,2020,3,Srinagar,87182,,,
Jammu And Kashmir,2020,3,Baramulla,73162,,,
Jammu And Kashmir,2020,3,Budgam,55153,,,
Jammu And Kashmir,2020,3,Kathua,50914,,,
Jammu And Kashmir,2020,3,Anantnag,49443,,,
Jammu And Kashmir,2020,3,Udhampur,47399,,,
Jammu And Kashmir,2020,3,Kupwara,47288,,,
Jammu And Kashmir,2020,3,Samba,42915,,,
Jammu And Kashmir,2020,3,Pulwama,38434,,,
Jammu And Kashmir,2020,4,Jammu,282463,,,
Jammu And Kashmir,2020,4,Srinagar,98923,,,
Jammu And Kashmir,2020,4,Baramulla,83119,,,
Jammu And Kashmir,2020,4,Budgam,62364,,,
Jammu And Kashmir,2020,4,Kathua,57651,,,
Jammu And Kashmir,2020,4,Anantnag,56211,,,
Jammu And Kashmir,2020,4,Kupwara,54447,,,
Jammu And Kashmir,2020,4,Udhampur,53803,,,
Jammu And Kashmir,2020,4,Samba,48775,,,
Jammu And Kashmir,2020,4,Rajouri,43240,,,
Jammu And Kashmir,2021,1,Jammu,307670,,,
Jammu And Kashmir,2021,1,Srinagar,107147,,,
Jammu And Kashmir,2021,1,Baramulla,90607,,,
Jammu And Kashmir,2021,1,Budgam,67920,,,
Jammu And Kashmir,2021,1,Kathua,62777,,,
Jammu And Kashmir,2021,1,Anantnag,61151,,,
Jammu And Kashmir,2021,1,Kupwara,59485,,,
Jammu And Kashmir,2021,1,Udhampur,58664,,,
Jammu And Kashmir,2021,1,Samba,53123,,,
Jammu And Kashmir,2021,1,Rajouri,47092,,,
Jammu And Kashmir,2021,2,Jammu,329625,,,
Jammu And Kashmir,2021,2,Srinagar,114498,,,
Jammu And Kashmir,2021,2,Baramulla,97258,,,
Jammu And Kashmir,2021,2,Budgam,72750,,,
Jammu And Kashmir,2021,2,Kathua,67569,,,
Jammu And Kashmir,2021,2,Anantnag,65592,,,
Jammu And Kashmir,2021,2,Kupwara,63957,,,
Jammu And Kashmir,2021,2,Udhampur,63296,,,
Jammu And Kashmir,2021,2,Samba,57066,,,
Jammu And Kashmir,2021,2,Rajouri,50772,,,
Jammu And Kashmir,2021,3,Jammu,354280,,,
Jammu And Kashmir,2021,3,Srinagar,122752,,,
Jammu And Kashmir,2021,3,Baramulla,104763,,,
Jammu And Kashmir,2021,3,Budgam,78298,,,
Jammu And Kashmir,2021,3,Kathua,73280,,,
Jammu And Kashmir,2021,3,Anantnag,70633,,,
Jammu And Kashmir,2021,3,Kupwara,69102,,,
Jammu And Kashmir,2021,3,Udhampur,68452,,,
Jammu And Kashmir,2021,3,Samba,61677,,,
Jammu And Kashmir,2021,3,Rajouri,55013,,,
Jammu And Kashmir,2021,4,Jammu,378618,,,
Jammu And Kashmir,2021,4,Srinagar,130968,,,
Jammu And Kashmir,2021,4,Baramulla,112175,,,
Jammu And Kashmir,2021,4,Budgam,83726,,,
Jammu And Kashmir,2021,4,Kathua,78693,,,
Jammu And Kashmir,2021,4,Anantnag,75622,,,
Jammu And Kashmir,2021,4,Kupwara,74136,,,
Jammu And Kashmir,2021,4,Udhampur,73525,,,
Jammu And Kashmir,2021,4,Samba,66057,,,
Jammu And Kashmir,2021,4,Rajouri,59304,,,
Jammu And Kashmir,2022,1,Jammu,401675,,,
Jammu And Kashmir,2022,1,Srinagar,138727,,,
Jammu And Kashmir,2022,1,Baramulla,119475,,,
Jammu And Kashmir,2022,1,Budgam,88994,,,
Jammu And Kashmir,2022,1,Kathua,83944,,,
Jammu And Kashmir,2022,1,Anantnag,80434,,,
Jammu And Kashmir,2022,1,Kupwara,78894,,,
Jammu And Kashmir,2022,1,Udhampur,78353,,,
Jammu And Kashmir,2022,1,Samba,70288,,,
Jammu And Kashmir,2022,1,Rajouri,63232,,,
Jammu And Kashmir,2022,2,Jammu,423398,,,
Jammu And Kashmir,2022,2,Srinagar,146169,,,
Jammu And Kashmir,2022,2,Baramulla,126067,,,
Jammu And Kashmir,2022,2,Budgam,93893,,,
Jammu And Kashmir,2022,2,Kathua,88764,,,
Jammu And Kashmir,2022,2,Anantnag,84898,,,
Jammu And Kashmir,2022,2,Kupwara,83470,,,
Jammu And Kashmir,2022,2,Udhampur,82705,,,
Jammu And Kashmir,2022,2,Samba,74186,,,
Jammu And Kashmir,2022,2,Rajouri,66893,,,
Jammu And Kashmir,2022,3,Jammu,445345,,,
Jammu And Kashmir,2022,3,Srinagar,153729,,,
Jammu And Kashmir,2022,3,Baramulla,132526,,,
Jammu And Kashmir,2022,3,Budgam,98698,,,
Jammu And Kashmir,2022,3,Kathua,93084,,,
Jammu And Kashmir,2022,3,Anantnag,89184,,,
Jammu And Kashmir,2022,3,Kupwara,87867,,,
Jammu And Kashmir,2022,3,Udhampur,86915,,,
Jammu And Kashmir,2022,3,Samba,78092,,,
Jammu And Kashmir,2022,3,Rajouri,70231,,,
Jammu And Kashmir,2022,4,Jammu,465635,,,
Jammu And Kashmir,2022,4,Srinagar,160924,,,
Jammu And Kashmir,2022,4,Baramulla,138215,,,
Jammu And Kashmir,2022,4,Budgam,103056,,,
Jammu And Kashmir,2022,4,Kathua,96688,,,
Jammu And Kashmir,2022,4,Anantnag,93107,,,
Jammu And Kashmir,2022,4,Kupwara,91691,,,
Jammu And Kashmir,2022,4,Udhampur,90677,,,
Jammu And Kashmir,2022,4,Samba,81447,,,
Jammu And Kashmir,2022,4,Rajouri,72921,,,
Jammu And Kashmir,2023,1,Jammu,485903,,,
Jammu And Kashmir,2023,1,Srinagar,167765,,,
Jammu And Kashmir,2023,1,Baramulla,144514,,,
Jammu And Kashmir,2023,1,Budgam,107555,,,
Jammu And Kashmir,2023,1,Kathua,100962,,,
Jammu And Kashmir,2023,1,Anantnag,97227,,,
Jammu And Kashmir,2023,1,Kupwara,95832,,,
Jammu And Kashmir,2023,1,Udhampur,94792,,,
Jammu And Kashmir,2023,1,Samba,85114,,,
Jammu And Kashmir,2023,1,Rajouri,76256,,,
Jammu And Kashmir,2023,2,Jammu,504935,,,
Jammu And Kashmir,2023,2,Srinagar,174167,,,
Jammu And Kashmir,2023,2,Baramulla,150753,,,
Jammu And Kashmir,2023,2,Budgam,112096,,,
Jammu And Kashmir,2023,2,Kathua,105650,,,
Jammu And Kashmir,2023,2,Anantnag,101512,,,
Jammu And Kashmir,2023,2,Kupwara,100220,,,
Jammu And Kashmir,2023,2,Udhampur,98918,,,
Jammu And Kashmir,2023,2,Samba,88654,,,
Jammu And Kashmir,2023,2,Rajouri,79836,,,
Jammu And Kashmir,2023,3,Jammu,524726,,,
Jammu And Kashmir,2023,3,Srinagar,180872,,,
Jammu And Kashmir,2023,3,Baramulla,156673,,,
Jammu And Kashmir,2023,3,Budgam,116523,,,
Jammu And Kashmir,2023,3,Kathua,110005,,,
Jammu And Kashmir,2023,3,Anantnag,105459,,,
Jammu And Kashmir,2023,3,Kupwara,104220,,,
Jammu And Kashmir,2023,3,Udhampur,103054,,,
Jammu And Kashmir,2023,3,Samba,92315,,,
Jammu And Kashmir,2023,3,Rajouri,83335,,,
Jammu And Kashmir,2023,4,Jammu,542942,,,
Jammu And Kashmir,2023,4,Srinagar,187378,,,
Jammu And Kashmir,2023,4,Baramulla,162749,,,
Jammu And Kashmir,2023,4,Budgam,121095,,,
Jammu And Kashmir,2023,4,Kathua,114338,,,
Jammu And Kashmir,2023,4,Anantnag,109642,,,
Jammu And Kashmir,2023,4,Kupwara,108196,,,
Jammu And Kashmir,2023,4,Udhampur,106838,,,
Jammu And Kashmir,2023,4,Samba,95819,,,
Jammu And Kashmir,2023,4,Rajouri,86618,,,
Jammu And Kashmir,2024,1,Jammu,563905,,,
Jammu And Kashmir,2024,1,Srinagar,194780,,,
Jammu And Kashmir,2024,1,Baramulla,169476,,,
Jammu And Kashmir,2024,1,Budgam,126146,,,
Jammu And Kashmir,2024,1,Kathua,119369,,,
Jammu And Kashmir,2024,1,Anantnag,114215,,,
Jammu And Kashmir,2024,1,Kupwara,112748,,,
Jammu And Kashmir,2024,1,Udhampur,111438,,,
Jammu And Kashmir,2024,1,Samba,99768,,,
Jammu And Kashmir,2024,1,Rajouri,90494,,,
Jammu And Kashmir,2024,2,Jammu,584892,,,
Jammu And Kashmir,2024,2,Srinagar,202116,,,
Jammu And Kashmir,2024,2,Baramulla,176182,,,
Jammu And Kashmir,2024,2,Budgam,131188,,,
Jammu And Kashmir,2024,2,Kathua,123907,,,
Jammu And Kashmir,2024,2,Anantnag,118778,,,
Jammu And Kashmir,2024,2,Kupwara,117021,,,
Jammu And Kashmir,2024,2,Udhampur,115581,,,
Jammu And Kashmir,2024,2,Samba,103572,,,
Jammu And Kashmir,2024,2,Rajouri,93888,,,
Jammu And Kashmir,2024,3,Jammu,837777,,,
Jammu And Kashmir,2024,3,Srinagar,457327,,,
Jammu And Kashmir,2024,3,Baramulla,333306,,,
Jammu And Kashmir,2024,3,Anantnag,274253,,,
Jammu And Kashmir,2024,3,Kupwara,234801,,,
Jammu And Kashmir,2024,3,Budgam,215654,,,
Jammu And Kashmir,2024,3,Kathua,197546,,,
Jammu And Kashmir,2024,3,Rajouri,179306,,,
Jammu And Kashmir,2024,3,Samba,178564,,,
Jammu And Kashmir,2024,3,Udhampur,177039,,,
Jammu And Kashmir,2024,4,Jammu,864118,,,
Jammu And Kashmir,2024,4,Srinagar,471195,,,
Jammu And Kashmir,2024,4,Baramulla,344407,,,
Jammu And Kashmir,2024,4,Anantnag,282299,,,
Jammu And Kashmir,2024,4,Kupwara,241441,,,
Jammu And Kashmir,2024,4,Budgam,222093,,,
Jammu And Kashmir,2024,4,Kathua,203174,,,
Jammu And Kashmir,2024,4,Rajouri,185469,,,
Jammu And Kashmir,2024,4,Samba,183505,,,
Jammu And Kashmir,2024,4,Udhampur,181933,,,
Jharkhand,2018,1,Ranchi,159444,23.0,85.0,Eastern Region
Jharkhand,2018,1,Dhanbad,130195,25.18749095,87.74432799719577,Eastern Region
Jharkhand,2018,1,East Singhbhum,103016,23.0,85.0,Eastern Region
Jharkhand,2018,1,Bokaro,101673,24.25,85.916667,Eastern Region
Jharkhand,2018,1,Hazaribagh,56421,24.26618475,87.25313851905128,Eastern Region
Jharkhand,2018,1,Giridih,45940,24.25,85.916667,Eastern Region
Jharkhand,2018,1,Ramgarh,37875,34.5140696,74.19136702721829,Eastern Region
Jharkhand,2018,1,Deoghar,35229,25.11124865,87.58268862604885,Eastern Region
Jharkhand,2018,1,Palamu,31788,23.916667,84.083333,Eastern Region
Jharkhand,2018,1,Saraikela Kharsawan,31177,24.26618475,87.25313851905128,Eastern Region
Jharkhand,2018,2,Ranchi,216019,23.0,85.0,Eastern Region
Jharkhand,2018,2,Dhanbad,181348,25.18749095,87.74432799719577,Eastern Region
Jharkhand,2018,2,East Singhbhum,142493,23.0,85.0,Eastern Region
Jharkhand,2018,2,Bokaro,139675,24.25,85.916667,Eastern Region
Jharkhand,2018,2,Hazaribagh,78856,24.26618475,87.25313851905128,Eastern Region
Jharkhand,2018,2,Giridih,63248,24.25,85.916667,Eastern Region
Jharkhand,2018,2,Ramgarh,51846,34.5140696,74.19136702721829,Eastern Region
Jharkhand,2018,2,Deoghar,50575,25.11124865,87.58268862604885,Eastern Region
Jharkhand,2018,2,Palamu,45659,23.916667,84.083333,Eastern Region
Jharkhand,2018,2,Saraikela Kharsawan,43186,24.26618475,87.25313851905128,Eastern Region
Jharkhand,2018,3,Ranchi,265341,23.0,85.0,Eastern Region
Jharkhand,2018,3,Dhanbad,219103,25.18749095,87.74432799719577,Eastern Region
Jharkhand,2018,3,East Singhbhum,176668,23.0,85.0,Eastern Region
Jharkhand,2018,3,Bokaro,167183,24.25,85.916667,Eastern Region
Jharkhand,2018,3,Hazaribagh,99502,24.26618475,87.25313851905128,Eastern Region
Jharkhand,2018,3,Giridih,80440,24.25,85.916667,Eastern Region
Jharkhand,2018,3,Deoghar,63814,25.11124865,87.58268862604885,Eastern Region
Jharkhand,2018,3,Ramgarh,63704,34.5140696,74.19136702721829,Eastern Region
Jharkhand,2018,3,Palamu,59382,23.916667,84.083333,Eastern Region
Jharkhand,2018,3,Saraikela Kharsawan,54706,24.26618475,87.25313851905128,Eastern Region
Jharkhand,2018,4,Ranchi,326599,23.0,85.0,Eastern Region
Jharkhand,2018,4,Dhanbad,268439,25.18749095,87.74432799719577,Eastern Region
Jharkhand,2018,4,East Singhbhum,217406,23.0,85.0,Eastern Region
Jharkhand,2018,4,Bokaro,202242,24.25,85.916667,Eastern Region
Jharkhand,2018,4,Hazaribagh,126167,24.26618475,87.25313851905128,Eastern Region
Jharkhand,2018,4,Giridih,103118,24.25,85.916667,Eastern Region
Jharkhand,2018,4,Deoghar,80669,25.11124865,87.58268862604885,Eastern Region
Jharkhand,2018,4,Ramgarh,78772,34.5140696,74.19136702721829,Eastern Region
Jharkhand,2018,4,Palamu,77478,23.916667,84.083333,Eastern Region
Jharkhand,2018,4,Saraikela Kharsawan,68611,24.26618475,87.25313851905128,Eastern Region
Jharkhand,2019,1,Ranchi,386608,23.0,85.0,Eastern Region
Jharkhand,2019,1,Dhanbad,313255,25.18749095,87.74432799719577,Eastern Region
Jharkhand,2019,1,East Singhbhum,256344,23.0,85.0,Eastern Region
Jharkhand,2019,1,Bokaro,235969,24.25,85.916667,Eastern Region
Jharkhand,2019,1,Hazaribagh,151904,24.26618475,87.25313851905128,Eastern Region
Jharkhand,2019,1,Giridih,123889,24.25,85.916667,Eastern Region
Jharkhand,2019,1,Deoghar,97449,25.11124865,87.58268862604885,Eastern Region
Jharkhand,2019,1,Palamu,94917,23.916667,84.083333,Eastern Region
Jharkhand,2019,1,Ramgarh,93606,34.5140696,74.19136702721829,Eastern Region
Jharkhand,2019,1,Saraikela Kharsawan,81052,24.26618475,87.25313851905128,Eastern Region
Jharkhand,2019,2,Ranchi,441616,23.0,85.0,Eastern Region
Jharkhand,2019,2,Dhanbad,350861,25.18749095,87.74432799719577,Eastern Region
Jharkhand,2019,2,East Singhbhum,293761,23.0,85.0,Eastern Region
Jharkhand,2019,2,Bokaro,263361,24.25,85.916667,Eastern Region
Jharkhand,2019,2,Hazaribagh,174278,24.26618475,87.25313851905128,Eastern Region
Jharkhand,2019,2,Giridih,140800,24.25,85.916667,Eastern Region
Jharkhand,2019,2,Deoghar,115129,25.11124865,87.58268862604885,Eastern Region
Jharkhand,2019,2,Palamu,109508,23.916667,84.083333,Eastern Region
Jharkhand,2019,2,Ramgarh,106681,34.5140696,74.19136702721829,Eastern Region
Jharkhand,2019,2,Saraikela Kharsawan,91579,24.26618475,87.25313851905128,Eastern Region
Jharkhand,2019,3,Ranchi,495155,23.0,85.0,Eastern Region
Jharkhand,2019,3,Dhanbad,388528,25.18749095,87.74432799719577,Eastern Region
Jharkhand,2019,3,East Singhbhum,329319,23.0,85.0,Eastern Region
Jharkhand,2019,3,Bokaro,290252,24.25,85.916667,Eastern Region
Jharkhand,2019,3,Hazaribagh,196452,24.26618475,87.25313851905128,Eastern Region
Jharkhand,2019,3,Giridih,155689,24.25,85.916667,Eastern Region
Jharkhand,2019,3,Deoghar,132603,25.11124865,87.58268862604885,Eastern Region
Jharkhand,2019,3,Palamu,123609,23.916667,84.083333,Eastern Region
Jharkhand,2019,3,Ramgarh,119804,34.5140696,74.19136702721829,Eastern Region
Jharkhand,2019,3,Saraikela Kharsawan,101247,24.26618475,87.25313851905128,Eastern Region
Jharkhand,2019,4,Ranchi,548293,23.0,85.0,Eastern Region
Jharkhand,2019,4,Dhanbad,436201,25.18749095,87.74432799719577,Eastern Region
Jharkhand,2019,4,East Singhbhum,364379,23.0,85.0,Eastern Region
Jharkhand,2019,4,Bokaro,322689,24.25,85.916667,Eastern Region
Jharkhand,2019,4,Hazaribagh,222038,24.26618475,87.25313851905128,Eastern Region
Jharkhand,2019,4,Giridih,175648,24.25,85.916667,Eastern Region
Jharkhand,2019,4,Deoghar,155132,25.11124865,87.58268862604885,Eastern Region
Jharkhand,2019,4,Palamu,141817,23.916667,84.083333,Eastern Region
Jharkhand,2019,4,Ramgarh,134423,34.5140696,74.19136702721829,Eastern Region
Jharkhand,2019,4,Saraikela Kharsawan,112827,24.26618475,87.25313851905128,Eastern Region
Jharkhand,2020,1,Ranchi,602664,23.0,85.0,Eastern Region
Jharkhand,2020,1,Dhanbad,479075,25.18749095,87.74432799719577,Eastern Region
Jharkhand,2020,1,East Singhbhum,398663,23.0,85.0,Eastern Region
Jharkhand,2020,1,Bokaro,352220,24.25,85.916667,Eastern Region
Jharkhand,2020,1,Hazaribagh,248710,24.26618475,87.25313851905128,Eastern Region
Jharkhand,2020,1,Giridih,195939,24.25,85.916667,Eastern Region
Jharkhand,2020,1,Deoghar,179746,25.11124865,87.58268862604885,Eastern Region
Jharkhand,2020,1,Palamu,161215,23.916667,84.083333,Eastern Region
Jharkhand,2020,1,Ramgarh,149467,34.5140696,74.19136702721829,Eastern Region
Jharkhand,2020,1,Saraikela Kharsawan,124479,24.26618475,87.25313851905128,Eastern Region
Jharkhand,2020,2,Ranchi,658759,23.0,85.0,Eastern Region
Jharkhand,2020,2,Dhanbad,519732,25.18749095,87.74432799719577,Eastern Region
Jharkhand,2020,2,East Singhbhum,434360,23.0,85.0,Eastern Region
Jharkhand,2020,2,Bokaro,380895,24.25,85.916667,Eastern Region
Jharkhand,2020,2,Hazaribagh,276976,24.26618475,87.25313851905128,Eastern Region
Jharkhand,2020,2,Giridih,220721,24.25,85.916667,Eastern Region
Jharkhand,2020,2,Deoghar,210740,25.11124865,87.58268862604885,Eastern Region
Jharkhand,2020,2,Palamu,183579,23.916667,84.083333,Eastern Region
Jharkhand,2020,2,Ramgarh,165378,34.5140696,74.19136702721829,Eastern Region
Jharkhand,2020,2,Saraikela Kharsawan,136923,24.26618475,87.25313851905128,Eastern Region
Jharkhand,2020,3,Ranchi,722352,23.0,85.0,Eastern Region
Jharkhand,2020,3,Dhanbad,564484,25.18749095,87.74432799719577,Eastern Region
Jharkhand,2020,3,East Singhbhum,476881,23.0,85.0,Eastern Region
Jharkhand,2020,3,Bokaro,412560,24.25,85.916667,Eastern Region
Jharkhand,2020,3,Hazaribagh,306623,24.26618475,87.25313851905128,Eastern Region
Jharkhand,2020,3,Giridih,242810,24.25,85.916667,Eastern Region
Jharkhand,2020,3,Deoghar,238221,25.11124865,87.58268862604885,Eastern Region
Jharkhand,2020,3,Palamu,204809,23.916667,84.083333,Eastern Region
Jharkhand,2020,3,Ramgarh,182149,34.5140696,74.19136702721829,Eastern Region
Jharkhand,2020,3,Saraikela Kharsawan,150480,24.26618475,87.25313851905128,Eastern Region
Jharkhand,2020,4,Ranchi,791146,23.0,85.0,Eastern Region
Jharkhand,2020,4,Dhanbad,614521,25.18749095,87.74432799719577,Eastern Region
Jharkhand,2020,4,East Singhbhum,520692,23.0,85.0,Eastern Region
Jharkhand,2020,4,Bokaro,446968,24.25,85.916667,Eastern Region
Jharkhand,2020,4,Hazaribagh,337622,24.26618475,87.25313851905128,Eastern Region
Jharkhand,2020,4,Giridih,266388,24.25,85.916667,Eastern Region
Jharkhand,2020,4,Deoghar,261144,25.11124865,87.58268862604885,Eastern Region
Jharkhand,2020,4,Palamu,227735,23.916667,84.083333,Eastern Region
Jharkhand,2020,4,Ramgarh,199908,34.5140696,74.19136702721829,Eastern Region
Jharkhand,2020,4,Saraikela Kharsawan,165120,24.26618475,87.25313851905128,Eastern Region
Jharkhand,2021,1,Ranchi,853943,23.0,85.0,Eastern Region
Jharkhand,2021,1,Dhanbad,661077,25.18749095,87.74432799719577,Eastern Region
Jharkhand,2021,1,East Singhbhum,560083,23.0,85.0,Eastern Region
Jharkhand,2021,1,Bokaro,480036,24.25,85.916667,Eastern Region
Jharkhand,2021,1,Hazaribagh,366460,24.26618475,87.25313851905128,Eastern Region
Jharkhand,2021,1,Giridih,288800,24.25,85.916667,Eastern Region
Jharkhand,2021,1,Deoghar,281799,25.11124865,87.58268862604885,Eastern Region
Jharkhand,2021,1,Palamu,247954,23.916667,84.083333,Eastern Region
Jharkhand,2021,1,Ramgarh,216188,34.5140696,74.19136702721829,Eastern Region
Jharkhand,2021,1,Saraikela Kharsawan,177952,24.26618475,87.25313851905128,Eastern Region
Jharkhand,2021,2,Ranchi,913972,23.0,85.0,Eastern Region
Jharkhand,2021,2,Dhanbad,707255,25.18749095,87.74432799719577,Eastern Region
Jharkhand,2021,2,East Singhbhum,598988,23.0,85.0,Eastern Region
Jharkhand,2021,2,Bokaro,513303,24.25,85.916667,Eastern Region
Jharkhand,2021,2,Hazaribagh,393223,24.26618475,87.25313851905128,Eastern Region
Jharkhand,2021,2,Giridih,311161,24.25,85.916667,Eastern Region
Jharkhand,2021,2,Deoghar,302724,25.11124865,87.58268862604885,Eastern Region
Jharkhand,2021,2,Palamu,267081,23.916667,84.083333,Eastern Region
Jharkhand,2021,2,Ramgarh,231819,34.5140696,74.19136702721829,Eastern Region
